SEQN,RIDSTATR,RIAGENDR,RIDAGEYR,RIDRETH3,DMDEDUC2,DMDMARTL,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA
93878,2,2,59,4,3,3,9357.46267578652,10142.9338136312,2,145
93879,2,2,7,3,,,27064.0953166945,29102.8528027476,1,139
93880,2,2,5,3,,,25743.1289259648,25588.2510196667,2,146
93881,2,2,8,1,,,35099.2078559665,35200.1914176484,1,137
93882,1,1,26,6,4,5,38244.9143116814,0,1,141
93883,2,2,30,4,4,5,20992.9458121003,22161.1440534184,2,142
93884,2,1,19,3,,,61383.469437621,65404.6836967362,1,141
93885,2,1,8,4,,,12227.1200928108,13429.7891314995,2,142
93886,1,1,78,3,4,3,9284.74772939694,0,2,139
93887,2,1,63,3,4,3,16544.7198399249,17784.0466581904,2,146
93888,2,2,37,3,4,1,10205.5699852238,11574.4090536918,2,140
93889,1,2,8,4,,,16817.0281885095,0,1,139
93890,2,1,27,6,5,5,14312.6544185875,14834.210836117,2,135
93891,2,2,56,1,3,1,27487.4498071043,29846.7073655532,2,136
93892,2,2,80,3,3,2,31602.7637267899,36342.5742950214,2,143
93893,2,1,55,4,4,1,8856.27228539429,9117.47805203752,1,147
93894,2,2,66,3,1,3,21371.5814522037,23658.0789324307,2,144
93895,2,1,40,3,5,1,125947.630042292,124293.633054111,1,144
93896,2,1,10,3,,,14551.3187529772,15672.5678172938,1,142
93897,2,2,10,3,,,19279.4113660917,20593.4586807325,2,139
93898,2,1,5,4,,,11029.1815694255,11207.7344859172,2,146
93899,2,1,67,3,2,1,24078.2769155407,26353.923954343,2,141
93900,2,1,48,1,1,1,55207.3941692264,57805.8975526477,2,144
93901,2,2,12,1,,,13043.7763229795,13314.0254913663,2,141
93902,2,2,24,1,2,1,23811.4755867998,27768.6772682007,2,136
93903,2,1,62,3,3,1,28284.7543703409,29226.8688994036,2,136
93904,2,1,10,7,,,21951.7103885096,24214.8349683278,2,134
93905,2,1,15,6,,,5321.30065415186,5400.22722452067,1,148
93906,2,1,39,1,2,1,30558.8599793845,38126.0333749755,2,136
93907,2,2,41,4,3,6,49549.3012027148,50307.1515393566,1,139
93908,2,2,20,6,3,5,34601.3583894538,34390.099101552,1,136
93909,2,1,41,6,5,5,13037.8991108743,13051.8885076089,2,138
93910,1,1,80,3,5,1,59600.3917842149,0,2,143
93911,2,1,6,3,,,50385.4441670329,53789.4048230417,2,142
93912,2,2,25,4,4,1,41682.9473994598,43609.573685169,2,144
93913,2,2,40,6,5,1,16016.2171147161,16056.0198764566,2,148
93914,2,1,41,6,4,1,15951.9915156299,17311.7476705863,1,138
93915,2,1,34,3,3,5,80919.0855842699,77545.6769957598,2,139
93916,2,1,28,6,5,5,15104.706658417,15955.8871567024,1,139
93917,2,1,14,3,,,27490.2205195031,27834.1090338226,2,143
93918,2,1,36,3,3,6,39038.2084418537,38143.2443738384,1,142
93919,2,2,8,3,,,31719.2435347698,35033.4931111591,2,137
93920,2,2,61,6,5,1,11741.5199317297,12572.6432653182,1,148
93921,2,2,7,3,,,18860.2937276984,20692.0036821263,2,139
93922,2,1,11,2,,,12207.071829138,14603.2225227177,1,147
93923,2,1,52,3,3,1,150314.261377035,155035.582452211,2,146
93924,2,2,70,3,4,3,28180.8414542225,29350.9691081493,1,139
93925,2,2,13,4,,,12937.5604135627,13324.4877777353,1,141
93926,2,1,31,7,3,5,121844.423335765,125800.888013629,1,145
93927,2,2,54,3,2,1,23181.3092348452,29781.4037207369,2,139
93928,2,1,11,3,,,36727.1103975383,49694.2159211405,2,138
93929,2,2,35,3,5,1,126779.201896026,124429.455375418,2,140
93930,2,1,80,2,1,6,12491.0342372868,13745.2492774843,2,141
93931,2,1,24,7,2,1,26125.0656051862,24815.1122387244,1,137
93932,2,2,54,6,5,1,14353.9114463492,14389.5831229537,1,137
93933,1,2,1,4,,,7943.54817316822,0,1,147
93934,2,2,0,3,,,16323.6304381685,15390.0680436674,2,145
93935,2,1,39,1,1,6,37218.5602243073,38849.7148308514,2,144
93936,2,1,0,3,,,11102.463629519,10691.1828947626,1,145
93937,2,1,30,3,4,6,65415.1660078205,65454.8319511032,1,145
93938,2,2,18,7,,,93285.219245187,97243.9771004468,2,137
93939,2,2,40,4,4,5,14496.7687218708,14689.1425538178,2,144
93940,2,1,50,3,3,1,225977.981731471,248583.358275465,1,138
93941,2,1,42,7,5,1,11312.6114236514,11409.4288944863,2,140
93942,2,2,52,3,5,1,238440.551863052,259474.755590052,2,134
93943,1,1,80,3,5,2,29092.0670846384,0,2,137
93944,2,2,2,1,,,16890.5208826382,16763.4856616126,1,135
93945,2,1,66,4,2,5,8002.33723343668,8024.12684356517,2,146
93946,2,1,22,1,3,6,37412.9464741593,42210.2360575701,2,141
93947,2,2,53,6,5,1,21136.5558127233,26195.8708161286,1,138
93948,2,1,13,4,,,17790.2056184338,18583.2654306491,2,142
93949,2,2,49,6,4,1,6454.26212463259,6925.67204253845,1,147
93950,2,1,30,2,3,1,61391.4506666057,64177.6386666284,2,148
93951,2,2,0,4,,,7608.85490147337,7098.86212844017,1,144
93952,2,2,34,3,4,1,73859.9117620985,73404.0838819979,1,142
93953,2,1,26,7,3,5,13631.2852863841,14156.877532617,2,140
93954,2,1,24,3,4,5,235948.802689632,258942.630912774,1,141
93955,2,2,66,1,3,3,12730.2848964012,13884.2891713846,2,136
93956,1,1,8,3,,,45559.013285239,0,1,138
93957,2,2,41,3,4,1,29161.7567222307,35987.6959662448,2,139
93958,2,2,2,4,,,6536.96992618021,7241.46183452023,1,144
93959,2,2,61,4,4,2,17604.3433256908,17949.5963612808,1,139
93960,2,1,60,4,4,1,8073.23214044513,8607.92030375641,2,145
93961,1,2,54,6,5,1,16400.9662526905,0,2,145
93962,2,1,0,3,,,16662.5671409749,17064.6976372819,1,145
93963,2,1,80,3,2,1,5851.26094494661,8485.36911871169,2,139
93964,2,1,52,6,5,1,12519.3306839519,12746.1974345629,2,138
93965,2,2,30,2,5,1,68732.3340251402,66978.9140489359,2,148
93966,2,1,0,3,,,10305.4717210794,9703.79571823268,1,142
93967,2,1,1,3,,,29938.4895958794,32106.4071871035,1,139
93968,2,1,57,4,2,6,14954.7901044818,14397.5028345232,1,145
93969,2,2,33,3,5,4,61718.2578585242,62292.5577013616,2,141
93970,2,1,33,6,5,1,15562.7303595077,14962.0762715935,1,148
93971,2,1,40,4,5,1,25686.844232028,25729.2662573486,1,143
93972,2,1,35,3,4,1,124268.770605667,154316.654728094,1,143
93973,2,2,14,2,,,28993.8221488702,29793.2607505817,2,134
93974,2,1,59,3,5,3,60545.6618642494,63655.3382890814,1,148
93975,2,2,54,3,3,3,80213.5114945333,77479.094746309,2,148
93976,2,2,0,2,,,6906.98721023219,7077.45668556111,2,140
93977,2,2,66,4,3,1,17957.4959757319,18813.1243970424,2,134
93978,2,1,57,6,3,1,16459.9698023694,16370.0187824833,2,148
93979,2,1,16,3,,,32771.9748966959,42487.1724535053,1,142
93980,2,2,29,3,5,5,151975.704339462,159563.704338979,1,139
93981,2,2,52,6,5,1,14511.6832331417,14853.5802088384,1,141
93982,2,2,57,3,5,3,92061.1911948187,95031.561744197,2,136
93983,2,2,75,6,3,1,18788.6124116772,19678.4490879888,1,136
93984,2,2,32,3,4,1,40922.4655018933,39999.5967440421,2,135
93985,2,2,61,2,4,1,9531.05495916287,9578.69460012241,1,135
93986,2,2,7,4,,,11200.8657153373,11511.0530797956,1,144
93987,2,1,35,1,2,1,22970.9972792724,22831.7856978676,2,141
93988,2,2,32,3,3,1,105555.81654299,104437.397609319,2,135
93989,2,2,39,3,5,1,20229.2046161083,19629.8545585845,2,145
93990,2,2,64,3,5,1,125233.300371822,123408.308538609,1,142
93991,2,1,12,2,,,32478.7921127765,33500.3167829292,2,134
93992,2,2,12,6,,,10601.8940099734,12197.9736232717,1,138
93993,2,2,2,3,,,15820.5031584246,16427.5570910465,2,141
93994,2,2,0,4,,,9328.18875067338,9613.34590585886,2,142
93995,2,2,12,3,,,68544.8249059958,70646.0094376631,2,138
93996,2,1,3,2,,,22008.536320886,25080.7521404763,2,134
93997,2,2,11,3,,,19396.3414632239,21201.1085114864,1,142
93998,2,2,24,3,3,5,89825.8695661494,88807.9178653374,1,142
93999,2,2,23,4,4,5,32245.7240434947,34528.9184393303,2,144
94000,1,1,60,3,4,3,122588.05243079,0,2,147
94001,2,2,18,1,,,27359.1000891326,28239.3021044285,2,144
94002,2,2,27,4,5,1,23983.4095408507,25742.4316785255,2,144
94003,2,2,75,1,4,2,17723.7716358819,17609.2220861931,1,136
94004,2,2,25,6,5,5,32012.5602492843,33140.0338596218,1,137
94005,2,1,7,1,,,17813.3289649949,18205.1401538863,2,136
94006,2,1,13,1,,,44513.6454970622,46625.5391943471,1,137
94007,2,1,79,4,3,2,10936.2574889908,11904.8662278186,1,134
94008,2,2,46,1,1,6,14037.3516516665,13626.2099458523,2,136
94009,2,2,11,2,,,12077.2361656768,11897.1476853212,2,141
94010,2,1,71,3,5,1,55058.2300118739,62831.0948539592,2,138
94011,2,2,7,6,,,11579.6779530899,12161.2151893204,2,134
94012,2,2,25,7,4,6,124613.304617823,125331.603623969,1,135
94013,2,1,56,3,4,5,31075.2475834236,32116.9261231732,2,140
94014,2,2,6,6,,,12961.6580201581,13612.5989886845,1,136
94015,2,2,30,3,2,3,44180.6195539562,51552.7078483374,1,135
94016,2,1,70,7,1,1,9692.35590091931,11882.0354019828,1,140
94017,2,1,54,3,4,1,123854.919992588,133063.978316127,2,148
94018,1,2,4,6,,,7712.94664239559,0,1,137
94019,2,2,64,4,3,1,34077.9401962725,36240.1752005771,2,144
94020,2,1,3,3,,,40622.4214980609,41365.5674301625,1,142
94021,2,2,38,3,1,4,36645.7487484047,38278.9080769788,2,147
94022,2,2,1,2,,,12843.959712121,13866.0744117738,1,144
94023,1,1,4,4,,,11771.1704306785,0,1,147
94024,2,1,10,2,,,16938.8515945074,17388.9150513625,1,139
94025,2,2,5,6,,,8871.99408694801,9284.38140004153,1,148
94026,2,2,80,3,9,2,58628.4128604525,66432.1829552821,2,137
94027,2,1,20,1,3,5,37609.6273138144,40566.7844908824,2,147
94028,2,2,39,2,5,3,57389.2981368472,55761.5772812423,2,136
94029,2,2,46,3,5,6,83118.7687234533,84105.0958714266,1,147
94030,2,1,45,3,2,6,115083.70334866,122602.430673073,2,136
94031,2,1,67,4,2,2,8659.73764112692,9989.9990679252,2,145
94032,2,1,10,7,,,37283.3243786917,39802.1266123201,2,142
94033,2,2,55,2,3,1,87607.0524603978,95567.1598742745,1,139
94034,2,2,54,2,2,1,20763.4030416518,20485.9244533317,2,141
94035,2,2,12,7,,,17580.3196745885,17957.6657453807,2,146
94036,2,2,12,1,,,15093.7493600099,15349.2736261109,2,141
94037,2,1,59,6,5,1,9694.02951299463,9807.4530063894,1,141
94038,2,2,59,1,5,3,50279.843386238,47926.3523561574,2,140
94039,2,1,60,6,5,1,11727.4614943191,12271.3596398615,1,138
94040,2,1,28,7,2,5,12116.5837539844,12260.438650272,2,147
94041,2,2,60,2,4,1,22780.5292512905,25217.423341092,2,134
94042,2,1,26,7,3,5,75335.513633063,81986.0685792571,2,144
94043,2,1,64,6,5,1,10627.9897435783,10837.0361478504,2,138
94044,2,2,34,2,2,1,49824.7912894451,49610.5206109334,1,134
94045,2,1,62,2,1,2,9758.01364283835,10327.6150878868,1,148
94046,2,1,46,2,1,3,25665.5433918143,27451.5085471072,2,136
94047,2,2,45,1,3,1,31252.2622627182,39119.0973656177,2,138
94048,2,1,80,3,3,2,13693.1478425614,19219.7971621062,2,139
94049,2,2,66,4,4,5,9873.30739283615,9984.41213147759,1,139
94050,2,2,55,3,3,3,77717.2210136095,86525.9502153861,2,146
94051,2,2,80,3,3,2,40631.1987587706,45657.6742188217,1,142
94052,2,1,4,4,,,7377.02509297858,7727.84999869415,1,141
94053,2,2,62,4,1,2,15584.4755576069,15591.139776377,1,143
94054,2,1,50,1,3,5,41582.3263550795,45961.9509408831,2,137
94055,2,1,80,4,1,2,9189.48622461709,9325.14665847136,2,135
94056,2,1,8,4,,,7919.47362680011,8781.25076179655,1,139
94057,2,2,62,3,2,2,32960.5905752939,35077.3723134094,1,135
94058,2,2,61,3,4,1,81613.4430510274,80632.7430665023,1,140
94059,2,2,54,1,2,5,9071.1075492159,8754.64041457336,2,135
94060,2,1,59,3,4,1,27076.2096548056,27901.4001930279,1,140
94061,2,2,36,1,2,1,27994.9042996694,30310.9605815917,1,144
94062,2,1,5,3,,,27708.0327820595,29825.1655461748,1,140
94063,2,1,2,3,,,12953.8639324962,16946.3944567112,1,146
94064,2,1,17,1,,,28489.9755238188,29761.5620124284,2,137
94065,2,2,69,4,3,2,14536.3510576354,14084.8121461703,1,139
94066,2,2,1,3,,,13939.2427636511,15939.9948146658,2,137
94067,2,1,44,1,2,1,20446.653697257,20480.4663074879,2,140
94068,2,1,69,3,4,1,148118.365690446,159061.489063745,1,143
94069,2,1,61,3,3,1,207083.519639757,217036.354787672,2,147
94070,2,2,8,6,,,12613.5727480015,13472.6305139423,1,148
94071,2,1,33,6,5,1,19099.9264893026,22740.0184703693,1,141
94072,2,1,0,1,,,8940.76334023916,9277.25667485708,2,141
94073,2,1,69,2,2,3,6993.04642452414,7488.16689312654,1,145
94074,2,1,29,3,4,4,151719.438619051,169951.021740598,2,142
94075,2,1,9,1,,,13787.3854127758,13996.6572848279,2,140
94076,2,1,2,1,,,20422.1482159227,22221.0866350206,1,137
94077,1,2,79,3,4,2,61158.3635135617,0,1,144
94078,2,2,19,3,,,66128.2898710934,68094.3308144997,1,146
94079,2,2,0,1,,,10204.9494101875,10473.1774764139,2,144
94080,2,2,79,3,3,1,82996.8804778766,88459.7967181647,1,142
94081,2,1,80,6,5,3,13386.7838837793,13779.9584833612,1,148
94082,2,2,69,3,4,1,191892.77651387,195848.960094735,1,148
94083,2,1,7,2,,,16155.894913948,16783.272944529,1,142
94084,2,2,61,6,3,1,19003.1751541256,20397.5745240975,1,141
94085,1,2,80,7,3,2,49662.2148325781,0,1,141
94086,2,2,80,3,3,2,32904.9929618165,35415.2128230593,2,139
94087,2,1,19,3,,,62924.107834869,61809.6966018788,1,146
94088,2,2,1,3,,,21628.5591632388,21839.0108710113,1,146
94089,2,2,12,4,,,13944.8393400715,14033.7964669371,2,147
94090,2,2,16,1,,,38698.8076965984,42002.5871607399,2,143
94091,2,1,11,1,,,29297.5507680737,30406.1836330301,1,141
94092,2,1,52,1,1,6,26842.1155198397,28682.529798507,2,136
94093,2,1,36,3,3,1,144022.589770292,167220.69884342,2,140
94094,2,2,15,4,,,9540.71169870257,11468.0481451737,2,145
94095,2,2,78,4,4,3,13456.7945214257,14322.9005247006,2,147
94096,2,1,80,3,5,1,45756.5575037754,53456.3241371805,2,144
94097,2,2,62,3,3,3,47269.4413302426,45319.563182969,1,135
94098,2,2,23,4,4,5,23946.7687144373,26241.8370936583,1,144
94099,2,2,20,7,4,5,15117.346359043,15874.0858962536,2,135
94100,2,2,0,2,,,11454.3551499206,11086.3924268634,2,141
94101,2,2,64,6,4,1,19765.1900261419,23294.2688953873,2,138
94102,1,1,72,3,4,1,47229.8278810169,0,2,148
94103,2,1,7,3,,,27963.7708699491,29432.7142035538,1,140
94104,2,2,7,1,,,17938.6825836255,17737.0416702012,1,140
94105,2,2,46,1,4,1,28047.0064449445,27389.6173429771,2,141
94106,2,1,19,1,,,32569.6842925941,34546.9658740964,2,141
94107,2,2,11,3,,,62734.5567528404,80878.1399843083,1,145
94108,2,1,64,1,1,1,9758.01364283835,10327.6150878868,1,148
94109,2,2,13,3,,,23554.1658932421,23278.0742956026,1,145
94110,2,1,3,3,,,36272.9047941517,49126.3117326695,2,142
94111,2,2,2,3,,,16795.8300285122,16908.1208141284,1,135
94112,2,1,28,1,4,5,41907.7707022733,54130.7347674068,2,136
94113,2,2,60,3,3,3,70729.8403705786,72777.3049919816,1,141
94114,2,1,20,4,2,5,24315.3417930019,22836.7750558694,1,147
94115,2,1,1,3,,,14558.7473241026,19259.6370659995,1,145
94116,2,2,60,3,4,1,176729.543486646,177352.782966259,2,137
94117,2,2,57,3,2,3,25178.4575970381,26320.9594450264,1,135
94118,2,2,50,2,1,1,19035.217870375,19878.6335817594,1,148
94119,2,1,57,4,4,3,16532.8469997947,16695.1055649009,1,144
94120,1,2,11,3,,,17817.4464746596,0,2,139
94121,2,2,12,3,,,66651.2008082855,68632.788264603,2,142
94122,2,1,33,2,1,6,27183.7925801598,28142.5403873196,1,144
94123,1,2,50,4,4,1,10622.9400627331,0,1,143
94124,2,1,55,2,2,1,26214.0998623735,26719.3663715446,1,148
94125,2,1,13,6,,,5860.50144256986,5816.34321659838,2,145
94126,2,2,62,4,1,3,7961.71173779834,8264.97156502026,1,147
94127,2,2,34,6,3,1,39101.0140641157,38208.1539753557,1,138
94128,2,1,35,4,4,3,24550.1187356111,26210.7861325734,2,144
94129,2,1,7,4,,,14187.6027884034,15731.4619209197,2,145
94130,2,2,27,4,4,5,17681.562226175,18933.5249276472,1,144
94131,2,2,39,3,4,1,51518.1261830282,50216.9544935243,1,146
94132,2,1,14,4,,,17312.3804556628,18256.3055823688,1,145
94133,2,1,28,1,4,5,25108.5417941389,25580.5616150871,1,148
94134,2,2,61,2,5,3,24424.7721800847,26019.6406946803,2,138
94135,2,2,37,2,4,5,36681.3420340878,38116.9046485001,2,140
94136,2,1,10,2,,,32362.6010164823,34466.9846556396,2,143
94137,2,2,49,4,5,3,40737.6044407209,46448.7289688723,1,134
94138,2,2,72,6,4,1,9819.21496790185,10839.0713948551,1,145
94139,2,2,49,2,4,6,20666.1063270516,20256.9220617491,2,138
94140,2,1,17,1,,,19067.7794713599,19536.314547638,2,135
94141,2,1,71,4,5,1,17613.8605517609,18649.2722015114,1,141
94142,2,1,5,7,,,13227.7566908479,13949.8695564405,2,142
94143,2,1,3,4,,,7903.77521654785,8688.02743645947,2,148
94144,2,1,18,7,,,19148.8381949304,19752.3073239119,2,140
94145,2,2,15,2,,,17900.7797978374,18629.4107279799,2,141
94146,2,2,2,3,,,17480.9800263664,17629.3949927258,1,135
94147,1,1,80,3,5,1,36777.6892453511,0,2,136
94148,2,2,18,1,,,20469.9381448608,21341.3288720542,1,147
94149,2,1,14,4,,,20282.606191835,24515.9785334841,1,147
94150,2,1,68,3,1,1,16068.2024631703,17154.297793627,2,146
94151,2,1,23,2,5,6,77609.4074652328,98092.6983288917,1,139
94152,2,2,64,3,4,4,39581.0084705015,39623.4560846148,1,136
94153,2,1,10,7,,,14806.0645065627,16059.0183828299,2,140
94154,2,2,80,3,4,1,47130.5427635786,53868.2853629999,2,143
94155,2,1,56,6,5,1,7597.69358485292,7880.07096387852,1,148
94156,2,2,63,1,3,1,17738.6688073654,19867.2835911136,2,141
94157,2,2,60,6,3,1,15039.136364725,15137.1590362731,2,140
94158,2,1,66,1,1,1,9236.01450303449,10007.6235874502,1,136
94159,2,2,13,1,,,19871.4417843883,20207.8482965952,1,144
94160,2,2,22,3,4,1,92911.7520317522,95674.8980763109,1,134
94161,2,1,53,6,2,1,5559.50957848057,6400.573833968,1,137
94162,2,1,64,2,1,1,7806.93962295058,8447.18094718197,2,141
94163,2,1,35,3,2,1,20441.5713041766,21026.8137356937,2,139
94164,2,2,18,6,,,14034.15230182,15950.1292205649,1,138
94165,2,2,9,4,,,12661.2286176093,13337.8884338551,1,136
94166,2,1,28,3,4,1,98091.5643839173,126438.510692012,2,136
94167,2,1,17,7,,,154056.808295386,160820.54881401,1,143
94168,2,2,66,2,1,1,11262.0183556054,11360.1843477581,1,139
94169,2,1,26,6,5,5,23928.6650914338,30712.5431202449,1,148
94170,2,1,2,4,,,9875.87328888839,9933.68529285791,1,144
94171,2,1,8,4,,,16838.0153860801,18741.2922616667,1,139
94172,2,2,2,3,,,26928.1802627971,27394.4714046942,1,135
94173,2,2,68,4,3,3,12902.7487932435,12621.3481264543,1,145
94174,2,2,45,1,1,6,22632.4423709453,22151.1529549683,2,136
94175,2,1,77,3,3,1,9784.95619557156,9942.67790777383,2,139
94176,2,2,24,3,4,5,144839.650087403,145674.53828034,1,135
94177,2,2,59,1,5,3,23665.2057389191,22323.3287996775,2,140
94178,2,1,34,3,4,4,168876.068994798,171391.170398074,2,142
94179,2,1,72,3,3,1,7135.05642112538,9478.71354032651,2,139
94180,2,2,7,3,,,13380.5868143905,14292.5816796845,2,141
94181,2,2,36,6,3,1,39101.0140641157,38208.1539753557,1,138
94182,2,2,59,3,5,5,125121.304464679,125655.744970394,2,141
94183,2,1,49,3,4,1,114528.172115247,113714.752209952,1,142
94184,2,1,8,3,,,53135.2913270994,57123.7265125614,2,142
94185,2,1,3,1,,,19665.4503879176,21397.7330967516,2,136
94186,2,2,13,4,,,12289.4894057467,12553.2724668707,1,147
94187,2,2,54,6,5,1,20985.3241907695,26451.3652949193,2,138
94188,1,1,64,3,3,1,16526.2831563068,0,2,139
94189,2,2,21,1,3,1,39253.5474011199,47206.9649849021,2,136
94190,2,1,43,6,4,5,26611.5523107236,28042.849734712,1,148
94191,2,2,2,3,,,22960.7575434011,24959.0430035021,2,143
94192,2,2,54,3,3,1,243181.516881856,252445.411711235,2,142
94193,2,2,58,4,4,3,24273.1288718055,26440.852630057,2,137
94194,2,2,9,3,,,20224.2803205444,25610.9082969789,1,145
94195,2,2,16,3,,,47534.132418242,49038.0931925591,2,139
94196,2,2,0,3,,,7817.70504850538,7287.82361315849,1,142
94197,2,2,8,4,,,14234.8740006206,14854.2185874619,1,144
94198,2,2,63,1,1,1,10996.0716305293,11353.069314454,2,136
94199,2,1,69,6,3,1,25068.1399643699,25928.1372421271,2,134
94200,2,2,26,2,4,5,25400.9530950534,26817.6898662775,2,144
94201,2,1,77,6,4,1,26661.5597042903,29003.1401452599,1,148
94202,2,1,70,3,5,1,10089.9071683944,11111.1216799512,2,148
94203,2,1,2,2,,,16832.9950808401,20283.1553916112,1,134
94204,1,1,80,3,4,2,34881.5867899513,0,1,143
94205,2,2,73,3,4,2,118558.569971815,135133.054937154,2,143
94206,2,1,56,6,5,1,12010.0859939636,13539.706196666,2,134
94207,2,1,62,4,2,1,13783.0384175001,14385.5937944073,2,137
94208,2,2,45,4,5,5,11782.8138848161,12386.1566923584,1,147
94209,2,2,0,2,,,8143.08848598128,8288.05965653863,1,148
94210,2,1,80,4,2,3,9058.91474005824,10298.487718187,2,145
94211,2,2,23,3,5,5,104530.704936186,104368.121846723,2,137
94212,2,2,67,6,4,1,10410.6421017353,11393.9620221899,2,135
94213,1,2,3,4,,,15952.8711078066,0,1,139
94214,2,2,19,3,,,66531.4629138215,68386.9093934713,2,146
94215,2,1,0,3,,,29091.6115546588,29466.5357760646,2,145
94216,2,2,67,4,5,1,15385.1629300909,16603.0330808325,2,138
94217,2,1,18,6,,,19024.8751489034,19413.906377731,1,141
94218,2,2,5,3,,,28525.3228848864,38170.3245321747,2,138
94219,2,2,23,1,4,5,52553.6918717636,53256.0751501364,2,137
94220,2,2,17,4,,,10557.7755041689,10784.3888523074,1,147
94221,2,2,27,4,4,5,20035.3178482577,21533.8868036656,1,138
94222,2,1,2,7,,,43240.9432083648,46327.8282886741,2,136
94223,2,2,43,2,4,1,18727.4658270196,22680.5038146116,2,139
94224,2,1,23,2,4,5,60681.5607980236,60437.1471131226,1,134
94225,2,1,12,6,,,11956.7060335262,12134.0502321477,2,137
94226,2,1,5,4,,,16048.8769475842,17844.5099933383,2,145
94227,2,1,80,3,5,2,31094.3393581542,35107.2223206505,2,142
94228,2,2,0,1,,,6072.57001893534,6188.05956124903,2,137
94229,2,2,69,4,2,1,16384.1608666187,16053.2785339497,1,139
94230,2,1,15,4,,,16922.2337673488,17265.9714769635,2,143
94231,1,1,59,3,4,3,26387.3794649339,0,1,141
94232,2,1,70,3,5,1,120329.882948042,133053.323479069,1,143
94233,2,1,62,1,2,1,10013.3732463654,10685.4801864367,1,148
94234,2,2,10,7,,,10720.623152786,11293.5703059964,1,136
94235,2,2,18,3,,,50218.4348251423,49629.7963666772,1,146
94236,2,1,5,4,,,11297.4764926033,12561.4977814451,2,143
94237,2,1,63,3,5,1,257751.308403926,276067.658588646,2,145
94238,2,2,15,4,,,22534.8810796963,23088.1611636973,1,139
94239,1,2,76,6,5,5,7847.49063048202,0,2,134
94240,1,2,7,3,,,65505.1259984336,0,2,147
94241,2,2,30,6,5,6,26594.1497760647,30326.9971499206,1,136
94242,2,1,60,4,3,1,7858.56164370747,8010.82480090885,1,139
94243,2,1,80,7,3,1,12732.0385729375,14194.790601737,1,135
94244,1,2,66,7,5,2,12939.7428918755,0,1,147
94245,2,2,31,3,5,6,52488.0754883531,50783.9000607284,2,136
94246,2,1,48,6,5,1,18366.6649221924,18386.371974694,2,138
94247,2,1,27,3,3,1,58619.4490312118,60519.9353479255,2,143
94248,2,2,38,4,3,5,19402.3527683219,20839.821783491,2,148
94249,2,2,66,4,5,2,14019.6996611657,14735.9286845541,1,136
94250,2,2,23,3,5,1,43004.3212777395,42533.0034498272,2,139
94251,2,2,22,3,3,6,85812.1598741997,86111.3798077894,1,145
94252,2,1,15,7,,,27316.3973300926,28177.2643099006,1,138
94253,2,2,70,7,4,2,15590.8519851128,15942.0463207029,2,148
94254,2,2,8,6,,,8058.72043953534,8560.19177616628,1,138
94255,2,1,43,1,5,6,62338.6494852379,65890.6218643277,2,136
94256,2,2,8,3,,,23813.852112937,27048.151524798,2,141
94257,2,1,11,6,,,10608.0487307497,11116.3564623993,1,141
94258,2,1,51,3,3,1,16689.7291123166,17075.4018152301,2,139
94259,2,2,50,6,3,1,21875.8990640016,22192.8058437188,1,138
94260,2,2,48,6,2,1,12067.7593931752,13364.7429188629,2,146
94261,2,2,63,6,5,1,18594.1792237501,19910.3679549913,1,136
