SEQN,RIDSTATR,RIAGENDR,RIDAGEYR,RIDRETH3,DMDEDUC2,DMDMARTL,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA
93436,2,2,52,3,3,1,52204.008562,51879.068281,1,130
93437,2,1,52,6,5,1,19491.88786,19577.75466,2,122
93438,2,2,51,1,1,4,17763.048903,18256.179649,1,126
93439,1,1,0,6,,,8883.442295,0,2,119
93440,2,2,7,7,,,15678.246057,15685.45097,2,126
93441,2,1,80,3,4,3,13902.596409,14856.89084,2,126
93442,2,1,80,3,3,2,43068.926119,50573.907843,2,123
93443,2,1,73,3,4,1,14601.440297,14685.810457,2,132
93444,2,1,0,3,,,14511.135125,14530.118776,1,130
93445,2,1,38,4,4,1,20091.078543,23755.676808,2,129
93446,2,1,19,7,,,13634.875841,14798.442544,2,121
93447,2,1,36,4,5,5,27356.088027,28664.101045,1,123
93448,2,1,2,2,,,10866.82676,11311.174045,1,124
93449,1,1,56,3,5,1,114622.505327,0,2,119
93450,2,2,6,2,,,12417.368128,12388.777484,2,128
93451,2,1,48,3,2,1,25997.495678,25870.58989,2,132
93452,2,1,9,3,,,21409.130731,21412.18436,2,131
93453,2,1,9,1,,,16121.830031,16560.66468,1,132
93454,2,1,59,2,1,2,14342.702091,14568.226502,1,123
93455,2,1,73,1,2,1,10608.475483,10722.692186,1,123
93456,2,1,50,4,4,1,23504.237261,24131.672273,1,125
93457,2,2,25,4,4,5,24682.490703,26051.027906,2,131
93458,2,2,16,4,,,19972.57724,19976.342801,2,126
93459,2,2,44,2,1,1,17583.874699,18072.031282,1,119
93460,2,1,7,1,,,13945.263022,14196.232369,2,127
93461,2,2,71,1,5,1,14852.042929,14358.887538,1,120
93462,2,1,17,3,,,77009.276425,88607.833585,2,121
93463,2,1,69,3,5,1,29764.982883,29481.891843,2,132
93464,2,1,5,4,,,13365.811747,15541.187326,2,124
93465,2,1,6,4,,,10863.770854,11160.413764,2,126
93466,1,2,60,1,3,1,6194.031631,0,2,133
93467,2,1,15,3,,,78077.781768,89837.269154,2,129
93468,2,2,6,3,,,32850.023052,37224.030446,2,133
93469,2,1,50,2,2,1,25505.58321,25906.632579,1,129
93470,2,2,4,7,,,11436.36715,11350.868315,2,121
93471,2,1,7,3,,,38534.912902,38272.528251,2,129
93472,2,2,11,2,,,9382.111831,9284.097466,1,119
93473,2,1,22,4,4,5,23898.919376,24913.200394,1,124
93474,2,1,6,4,,,11260.748338,11663.442763,2,125
93475,2,1,11,4,,,10797.517436,11169.989962,2,131
93476,2,2,77,2,1,2,10632.437467,10136.293628,1,121
93477,2,1,5,7,,,30416.309041,31383.799971,2,128
93478,2,1,19,4,,,8394.975575,8340.337822,1,119
93479,2,1,7,1,,,11760.092805,12080.20139,2,132
93480,2,1,2,1,,,9883.715855,10900.790629,1,119
93481,2,1,17,6,,,9303.695187,9164.671447,2,125
93482,2,1,29,4,3,5,29216.71823,29215.059503,1,124
93483,2,2,42,3,4,1,112784.363505,115888.83883,1,133
93484,2,1,16,3,,,22999.795892,24018.709046,1,125
93485,2,2,60,4,5,1,19959.498225,19881.496368,1,124
93486,2,1,29,3,4,1,41573.514175,44253.174987,1,122
93487,2,1,8,2,,,9936.35691,10090.669831,2,133
93488,2,2,47,4,4,1,20672.857487,20717.243233,1,129
93489,2,1,47,4,4,1,25554.742787,29434.191064,2,119
93490,2,2,80,3,1,5,35716.794036,37957.159622,1,130
93491,2,1,4,4,,,9663.720091,11236.555403,2,126
93492,2,1,46,2,3,1,24045.316476,23952.571943,1,119
93493,2,2,18,1,,,13657.814414,13889.994577,1,129
93494,2,2,4,3,,,29894.404045,30248.162083,1,125
93495,2,2,65,3,4,3,145582.996345,143027.868461,2,124
93496,2,2,54,1,1,3,14604.652488,15010.101081,2,130
93497,2,2,0,6,,,9324.074745,9471.865048,2,121
93498,2,1,54,3,4,3,115371.515895,123454.015178,1,130
93499,2,2,30,4,5,5,25138.967927,28140.717107,2,129
93500,2,1,8,4,,,8849.748465,9091.397076,2,126
93501,2,1,13,3,,,52511.586898,61842.607769,2,126
93502,2,2,73,2,1,4,8464.608432,8069.622491,1,124
93503,2,2,54,4,4,3,18761.712929,19407.828122,2,132
93504,2,1,37,6,5,1,18759.82446,20332.661807,2,122
93505,2,2,4,7,,,9652.365532,9580.203979,1,126
93506,2,2,13,4,,,14593.567241,14463.185779,1,119
93507,2,2,0,2,,,6135.352019,6748.234465,1,128
93508,2,2,53,3,5,1,135794.607438,140808.465733,2,133
93509,2,2,21,1,4,5,26977.51847,28260.681056,1,121
93510,2,1,14,3,,,88377.124414,90165.457083,2,127
93511,2,2,40,4,3,5,20649.801985,20694.13823,2,130
93512,2,1,55,1,1,1,40781.046569,41848.3301,2,127
93513,2,1,47,3,4,1,34673.51823,36002.333801,2,126
93514,2,2,56,1,1,2,11709.112101,11742.14525,1,120
93515,2,1,11,1,,,11057.753035,13043.040635,1,125
93516,2,2,43,2,4,1,23618.357508,26860.659729,2,123
93517,2,1,14,1,,,18485.822008,18094.614697,1,120
93518,2,1,41,3,5,1,129306.249205,128675.045659,1,130
93519,2,1,19,6,,,11059.817335,10766.006454,2,120
93520,2,1,52,3,5,1,46356.944445,50256.149579,1,132
93521,2,2,1,1,,,8525.798049,8932.274741,1,120
93522,2,1,64,2,4,3,10175.176089,10531.60361,2,127
93523,2,2,13,6,,,10816.141168,14107.26062,2,133
93524,2,2,26,1,4,5,28326.394394,28762.21152,1,121
93525,2,2,9,4,,,6362.898245,6423.497325,1,119
93526,2,1,9,6,,,11042.542587,10928.03243,2,125
93527,2,2,4,1,,,12283.507909,12987.644408,2,132
93528,2,1,27,4,3,5,21144.9995,23624.799572,1,123
93529,2,2,59,3,4,2,153950.857433,158914.414634,2,121
93530,1,2,21,6,4,5,20690.728186,0,2,130
93531,2,2,52,2,5,3,21004.364747,21344.533998,2,123
93532,2,2,51,3,3,1,161907.838962,163045.881654,1,125
93533,2,1,53,4,3,1,19239.276698,18930.935249,1,133
93534,2,1,9,2,,,18847.675561,19360.707461,2,128
93535,2,2,31,2,2,6,27279.541573,27598.077406,2,132
93536,2,2,63,7,1,5,15910.868139,15848.688357,1,119
93537,2,2,15,3,,,57955.152406,59527.093008,1,132
93538,2,1,28,3,2,5,128987.079692,138665.563645,2,121
93539,2,2,69,1,5,2,8115.163325,8256.55913,1,120
93540,2,1,80,3,3,2,12199.401669,13255.61071,1,131
93541,2,2,73,7,5,2,23406.239022,23381.063934,1,132
93542,2,1,0,1,,,6641.761242,7428.462485,1,130
93543,2,1,15,3,,,61767.195482,72742.887215,2,124
93544,2,2,13,3,,,49822.138871,52073.609581,1,130
93545,2,2,17,1,,,13676.93677,13621.907505,1,121
93546,2,2,2,3,,,18164.237731,19474.175259,1,131
93547,2,1,48,4,4,1,25971.61008,27015.18334,1,132
93548,2,2,4,1,,,14267.392926,14947.606397,2,124
93549,2,2,80,4,2,5,18694.813035,23140.097228,1,119
93550,2,1,37,6,5,1,23786.259631,24729.521183,2,120
93551,2,2,2,2,,,8540.117618,10218.803632,2,129
93552,2,1,5,7,,,13786.269171,15356.058286,2,130
93553,2,1,9,1,,,10767.174539,11010.923261,1,120
93554,2,1,54,7,4,1,32012.9314,32514.85113,1,132
93555,2,2,57,4,4,3,21547.958467,21594.223102,2,132
93556,2,2,21,4,3,5,18613.704529,19645.753824,2,133
93557,2,1,55,3,5,1,192513.729496,205070.53569,2,127
93558,2,2,67,3,5,1,198671.305581,207197.231917,2,127
93559,2,2,7,3,,,25088.195527,24627.754301,2,120
93560,2,1,59,4,3,1,22398.155507,22039.187764,1,125
93561,2,1,11,3,,,33979.529388,33748.162394,2,123
93562,2,2,19,7,,,14648.017946,14650.779633,1,127
93563,2,2,80,1,3,3,8842.696965,11684.117184,1,133
93564,2,1,18,2,,,25701.670919,28049.819616,2,130
93565,2,1,60,3,5,1,135543.349764,134254.213866,1,123
93566,2,2,17,3,,,94464.114152,99074.356362,2,124
93567,2,2,64,2,1,3,6796.971883,8249.981743,2,119
93568,2,2,46,3,2,3,27315.849566,27021.818082,2,121
93569,2,2,16,3,,,50455.307907,51823.827251,1,123
93570,2,1,8,1,,,13195.838973,13494.568122,1,120
93571,2,1,53,3,5,1,142331.707477,147912.199325,2,125
93572,2,1,80,3,3,1,40653.89001,43444.43213,2,121
93573,2,2,55,4,4,1,28231.298959,29203.527415,2,125
93574,2,1,47,4,5,3,24551.279437,27272.392056,2,126
93575,2,1,6,4,,,10479.943394,11416.40848,2,131
93576,2,1,52,4,2,1,20456.742249,20397.335735,1,119
93577,2,1,19,1,,,18018.479889,20458.73866,1,133
93578,2,1,65,4,5,5,11634.0336,11560.944267,2,129
93579,2,1,1,2,,,12308.925305,12812.240362,1,129
93580,2,2,6,6,,,16166.946516,18158.62325,2,127
93581,2,1,50,3,5,1,91335.40032,94146.175757,1,122
93582,2,1,20,6,4,5,17187.095121,18769.536815,1,119
93583,2,1,1,3,,,12053.171289,13297.412824,2,127
93584,2,1,1,4,,,8128.573888,8545.048864,2,129
93585,2,2,34,4,5,1,20299.170249,20337.779206,2,126
93586,2,2,2,3,,,23909.602984,26730.279837,1,130
93587,2,1,29,4,4,1,41781.07896,41778.706913,2,123
93588,2,1,14,4,,,9880.387339,10849.563739,2,126
93589,2,1,66,3,4,1,38409.8465,38044.53524,2,120
93590,2,2,28,4,4,1,28870.554267,28941.456058,2,130
93591,2,1,75,4,4,3,11465.482041,16264.637042,1,133
93592,2,1,36,1,3,1,24494.468888,26545.556862,1,120
93593,2,2,74,3,3,3,106479.602209,117131.143413,1,120
93594,2,2,13,3,,,71886.953529,73657.86479,2,125
93595,2,2,12,6,,,16911.533169,16468.512484,2,124
93596,2,2,55,7,4,2,19018.954962,19219.665279,1,130
93597,2,2,19,6,,,6852.61812,6774.753046,2,119
93598,2,1,71,2,4,3,6427.390027,6846.874602,1,119
93599,2,2,4,4,,,6330.048103,7005.984297,1,123
93600,2,2,22,3,3,5,82125.930212,83110.1968,1,122
93601,2,2,8,1,,,12268.141856,12567.428502,1,127
93602,2,2,17,1,,,15235.718728,15441.330796,1,125
93603,1,2,10,4,,,16632.674367,0,2,128
93604,2,2,2,3,,,22048.646528,21918.547597,2,124
93605,2,2,7,1,,,13242.164579,13211.674865,2,132
93606,2,2,28,3,4,1,52461.858578,52973.682822,2,132
93607,2,1,50,2,4,4,22598.007224,25399.223761,1,124
93608,2,2,57,4,5,1,30903.149414,30969.500152,1,132
93609,2,2,74,3,5,3,101730.956133,111800.896552,2,127
93610,2,2,28,4,4,5,38387.34103,47886.140988,1,132
93611,2,2,70,3,3,1,47422.175275,49918.788212,1,130
93612,2,2,36,6,5,1,24215.58491,25706.637576,2,130
93613,2,1,3,6,,,11950.18662,12976.113047,1,119
93614,2,2,60,3,3,6,45113.908773,44322.114338,2,127
93615,2,2,2,1,,,11314.707552,11854.148536,1,121
93616,2,2,8,3,,,19916.00869,19597.978174,1,126
93617,2,1,72,4,5,1,16839.196843,17631.346174,2,130
93618,2,1,25,1,4,5,44045.452245,45463.950635,1,132
93619,2,2,44,6,2,1,13508.737701,13721.095669,2,121
93620,2,1,48,3,3,1,114115.770579,132928.390153,2,120
93621,2,1,66,2,2,4,7920.854536,7778.892166,1,125
93622,2,2,80,3,4,2,34329.993939,36181.136653,2,125
93623,2,2,4,4,,,11307.187932,11753.345715,2,130
93624,2,1,41,4,3,3,28733.801698,28273.294674,2,119
93625,2,1,26,3,3,5,122803.898517,132018.430421,2,125
93626,2,1,71,3,4,1,94977.953757,94734.593107,1,120
93627,2,1,1,3,,,25906.241471,26730.274841,2,124
93628,2,1,6,3,,,26380.667125,26201.040868,2,131
93629,2,2,51,3,1,3,32774.990427,32570.984741,2,131
93630,2,2,8,4,,,9102.99151,9107.174775,1,123
93631,2,2,68,3,4,1,40104.396965,39729.988506,2,126
93632,2,1,6,1,,,13487.674305,13971.921995,1,127
93633,2,1,63,4,3,5,10210.360304,13746.496331,2,133
93634,2,1,9,1,,,11149.215412,15289.591466,1,127
93635,2,1,0,1,,,7706.822244,8070.410033,2,130
93636,2,2,80,3,3,3,44146.158054,46140.782689,2,130
93637,2,2,5,1,,,16058.253685,16978.772695,1,128
93638,2,1,33,3,2,1,30199.752818,30827.757665,2,126
93639,2,1,25,3,5,6,127956.252612,136203.795852,1,132
93640,2,1,38,4,4,1,34868.75806,36899.078913,2,130
93641,1,2,80,3,4,1,55823.250186,0,2,129
93642,2,1,10,1,,,12734.382725,13116.461759,1,128
93643,2,2,64,4,3,1,17741.7762,17275.064931,1,124
93644,2,2,75,4,1,5,16385.64958,20281.856989,2,119
93645,2,1,80,3,5,3,19322.777869,20821.787725,1,121
93646,2,2,16,4,,,18407.189894,17986.390086,2,129
93647,2,1,5,3,,,26468.638173,31188.381442,2,126
93648,2,1,9,2,,,15918.729732,18776.747689,2,125
93649,2,1,13,2,,,15083.548114,16953.626897,1,120
93650,2,1,9,2,,,13195.838973,13400.772077,1,120
93651,1,1,34,4,5,5,26943.95244,0,1,133
93652,2,1,72,2,2,1,10706.035881,10821.302974,1,125
93653,2,2,25,3,5,6,110170.177077,110393.459614,1,132
93654,2,2,29,6,5,1,23951.400096,24981.470226,1,126
93655,2,1,38,3,2,3,39265.95255,40480.829028,2,131
93656,2,2,75,1,3,2,11085.152311,10745.266811,1,127
93657,2,1,6,6,,,10533.349573,10398.861971,2,122
93658,2,1,7,3,,,23545.70667,23549.065044,1,120
93659,2,1,62,1,1,1,8083.00136,8295.484674,1,120
93660,2,2,11,3,,,20164.086262,19842.094297,2,123
93661,2,2,27,2,4,6,24442.117987,24763.515585,1,127
93662,2,2,17,3,,,33660.215121,35302.973812,2,131
93663,2,1,43,1,1,1,24831.294224,24609.690858,1,120
93664,2,1,39,1,3,1,25064.107699,26055.544114,1,120
93665,2,2,34,3,5,1,115406.092915,117425.338216,1,121
93666,1,1,6,7,,,12460.740432,0,2,127
93667,2,1,10,7,,,14208.365146,15819.479112,1,126
93668,2,2,73,1,1,2,12211.034893,14756.62682,1,128
93669,2,2,9,7,,,12776.006837,12932.636731,2,131
93670,2,1,32,3,5,1,120187.358961,123905.918831,2,123
93671,2,1,45,4,5,1,21351.553469,21289.548417,1,124
93672,2,2,63,2,1,1,8605.869893,9594.546377,2,119
93673,2,1,5,4,,,12118.26549,12739.155994,1,124
93674,2,2,8,3,,,59708.217967,58754.762097,2,124
93675,2,1,38,6,5,4,26328.589736,30582.96756,2,122
93676,2,2,35,4,5,3,32944.356566,32682.220771,2,132
93677,2,2,34,3,5,5,136319.798518,138704.968188,1,122
93678,2,2,1,3,,,17823.018496,17460.938662,2,126
93679,2,2,72,4,2,2,21037.256891,20542.102254,2,132
93680,2,1,17,4,,,11528.871825,12145.681241,2,129
93681,1,2,5,4,,,8862.399321,0,2,126
93682,2,2,41,6,5,1,23924.202819,28300.486848,2,121
93683,2,1,3,1,,,12977.535438,13384.933463,1,120
93684,2,1,34,4,5,1,29880.639492,31309.362247,2,131
93685,2,1,53,1,2,1,22441.858682,22794.734098,1,126
93686,2,2,13,3,,,25564.294841,35372.163623,1,127
93687,2,2,16,2,,,16979.561052,17268.210255,1,126
93688,2,1,1,3,,,18372.45348,18899.476723,2,123
93689,2,2,69,1,1,1,9611.185655,11665.798762,2,127
93690,2,1,32,2,2,1,43971.595445,45710.936876,2,127
93691,2,1,25,6,5,5,13525.392079,13782.06768,2,133
93692,2,1,1,6,,,9217.16595,9350.771096,1,130
93693,2,1,7,7,,,13819.868424,14399.572323,1,126
93694,2,1,7,1,,,12861.225924,13060.962444,1,129
93695,2,2,76,3,3,2,58614.075016,66678.487176,2,130
93696,2,1,26,3,5,1,122920.600828,132143.889434,1,121
93697,2,2,80,3,4,2,49050.060431,52126.766231,2,132
93698,2,1,2,1,,,9594.802391,9896.007775,1,121
93699,2,2,6,4,,,9871.384668,9875.921047,1,129
93700,2,1,35,3,1,1,42314.288108,43194.215112,1,126
93701,2,1,8,3,,,42087.657815,48252.504294,2,124
93702,2,2,24,3,5,5,107361.906644,105080.445194,2,119
93703,2,2,2,6,,,9246.49186482052,8539.7313482887,2,145
93704,2,1,2,3,,,37338.7683431381,42566.6147498209,1,143
93705,2,2,66,4,2,3,8614.57117241211,8338.41978618326,2,145
93706,2,1,18,6,,,8548.63261927425,8723.43981388878,2,134
93707,2,1,13,7,,,6769.34456666972,7064.60972999734,1,138
93708,2,2,66,6,1,1,13329.4505888369,14372.4887646224,2,138
93709,2,2,75,4,4,2,12043.3882714762,12277.5566617585,1,136
93710,2,2,0,3,,,16418.2984160994,16848.0201168608,1,134
93711,2,1,56,6,5,1,11178.2601064187,12390.9197244453,2,134
93712,2,1,18,1,,,29040.4965580623,30336.6543246729,2,147
93713,2,1,67,3,3,3,174806.575151699,166841.660681132,1,140
93714,2,2,54,4,4,1,15209.4386442409,15479.5811980259,1,147
93715,2,1,71,7,3,1,9402.25568658921,9250.90467224567,2,139
93716,2,1,61,6,5,1,11247.5434245793,11581.2335400098,1,143
93717,2,1,22,3,3,5,53249.3679690078,60117.9360692774,1,145
93718,2,1,45,4,3,5,20257.0114629097,19647.2505424948,1,144
93719,2,2,13,3,,,67836.6499841506,69916.1260032711,1,134
93720,2,2,1,4,,,8985.68851153356,9983.09634049173,1,136
93721,2,2,60,1,1,1,8224.93656488952,8589.05133495093,2,136
93722,2,2,60,3,4,3,132077.576170398,126309.823275619,1,139
93723,2,1,64,3,5,1,230745.716836246,229129.236930365,1,140
93724,2,2,5,4,,,11426.3803601599,12195.6826621422,2,144
93725,2,2,9,3,,,125854.520052551,139773.975388242,1,139
93726,2,2,67,1,1,2,5239.61127039043,5435.07051763016,2,148
93727,2,1,70,6,5,1,19991.6092181571,22181.2128575305,2,138
93728,2,1,53,4,5,1,32014.3179807672,31532.9045086802,1,148
93729,2,1,42,4,2,5,11759.6246041533,12103.8833536517,1,137
93730,2,1,57,2,2,2,27340.9251522018,28532.9380802785,1,138
93731,2,1,20,1,4,5,27213.9096568352,28081.1338722042,2,141
93732,2,1,72,3,3,3,11725.3387415349,12439.3010537719,2,141
93733,2,2,11,3,,,17265.9992478492,19070.0722431712,2,142
93734,1,1,13,3,,,20517.6338709022,0,1,142
93735,2,1,52,2,1,1,10609.7289318676,10706.3815596115,1,148
93736,2,1,11,1,,,19019.0786721042,19236.0784925452,1,135
93737,2,1,8,4,,,14253.7610279093,15418.4874625489,2,144
93738,2,1,26,2,4,5,59333.0816691786,59094.0993994977,1,134
93739,2,2,5,1,,,26762.1392584708,28437.991601421,2,136
93740,2,1,72,4,2,3,7568.71231532866,7721.81672716431,2,144
93741,2,2,9,6,,,9761.10774231363,10425.8960285308,2,138
93742,2,1,72,4,5,2,13375.6954714006,14084.0263113688,2,146
93743,2,1,61,3,1,6,102288.734461127,110345.678142099,2,141
93744,2,2,10,3,,,32424.0034002747,35375.3744618307,2,141
93745,2,1,5,6,,,9642.92675243485,9784.57358733308,1,138
93746,2,2,25,4,5,5,27134.674773167,28801.6358998112,1,144
93747,2,2,13,2,,,37624.8811435879,39261.7238158029,1,134
93748,2,1,0,1,,,9961.52160558869,12859.3614594235,2,142
93749,2,2,1,3,,,12961.765329534,14360.4299218638,2,141
93750,1,2,52,6,5,1,13827.3257992048,0,2,134
93751,2,2,7,1,,,39067.02510376,49657.572623372,2,144
93752,2,2,73,3,4,2,52415.9980074594,54611.1986353278,1,147
93753,2,2,10,3,,,26120.0323678667,27796.7413741537,2,142
93754,2,1,72,2,3,1,31838.4049898161,36811.1765347419,2,138
93755,2,2,26,4,4,5,30922.1263210383,33269.9273689069,1,139
93756,2,2,64,4,5,1,6437.79758548382,6735.52401464629,2,148
93757,2,1,63,3,4,1,96421.2508368301,99269.9578005395,1,142
93758,2,2,55,3,1,1,22936.8318445181,23938.5088723769,2,139
93759,2,1,60,7,5,1,199178.581577205,212848.251290738,2,134
93760,2,2,54,1,1,5,23824.5544212662,23665.8554305637,2,147
93761,2,1,44,6,4,1,18939.4504706173,19910.0932024704,2,145
93762,2,2,74,1,3,2,23713.147864764,26249.5863550351,1,137
93763,2,1,40,3,3,1,103670.35667961,100887.859351041,1,141
93764,2,2,1,3,,,12885.7725295989,12819.558622855,1,142
93765,2,1,19,3,,,74509.2579368861,75727.2715898599,2,142
93766,2,2,36,2,2,3,16414.3875593212,18420.1899057268,2,142
93767,2,1,61,2,5,1,24569.844826669,25687.5334744611,1,137
93768,2,1,80,3,3,1,14720.1339307535,20661.2819492642,2,139
93769,2,1,6,7,,,9054.06572107296,9479.40988005242,1,147
93770,2,1,55,2,1,5,16429.6958830458,16779.0840720056,1,138
93771,2,1,3,6,,,9642.92675243485,9784.57358733308,1,138
93772,2,2,55,4,3,5,20129.8373590265,20200.6093264811,1,141
93773,2,1,69,3,4,3,21085.1724696135,22749.0715453187,2,141
93774,2,2,41,3,4,1,232377.052682886,230877.995489453,1,136
93775,2,2,47,6,4,1,12816.6337430015,13332.1183540925,1,137
93776,2,2,32,4,3,5,22486.9676871234,21739.5454363543,1,144
93777,2,2,72,4,4,3,13094.2076299333,13874.8722605075,1,144
93778,2,2,19,4,,,21031.9962263323,22288.1981355278,1,141
93779,2,2,10,7,,,5688.85275779709,5958.51621928904,1,144
93780,2,2,46,7,3,1,39418.7293746005,43102.5624077064,1,141
93781,2,1,32,2,1,5,26699.4862088959,28591.3299664195,2,141
93782,2,2,25,4,4,5,35096.1164478203,36032.5524680973,1,143
93783,2,2,21,2,3,5,56051.7240472362,59166.3008903357,2,141
93784,2,2,2,3,,,16932.9045500208,17308.4448589164,2,145
93785,2,2,80,3,5,2,51276.3845134812,55860.3370305437,2,135
93786,1,1,0,4,,,3933.0593494298,0,1,147
93787,2,2,13,7,,,11990.7647425876,12763.4415629911,1,145
93788,2,2,66,3,5,3,151138.888177245,149491.377588386,1,140
93789,2,2,34,3,5,5,260717.556335655,269609.43379549,2,145
93790,2,2,5,7,,,9956.35335809783,9091.3966474177,2,148
93791,2,1,20,7,4,5,18005.9207543233,23976.3108766394,1,137
93792,2,2,31,2,4,3,31023.795892736,34146.6944942787,1,137
93793,2,1,12,1,,,17613.3836706751,18248.6786709655,2,136
93794,2,2,62,6,4,4,11511.9405494544,13092.2708045271,2,148
93795,2,1,64,4,2,1,4769.61424405605,4579.58100176694,1,147
93796,2,1,71,3,3,2,15858.4593094769,17184.2451386136,1,146
93797,2,2,52,3,5,1,126587.075192233,122796.675106829,1,142
93798,2,2,61,4,3,3,27038.2510587397,26414.9181216599,1,145
93799,2,1,41,4,3,4,45775.951592682,46502.3345438154,1,143
93800,2,2,80,3,5,3,26840.2445750383,30055.1986616622,1,134
93801,2,1,59,2,5,1,38096.3012895352,41266.918771641,1,134
93802,2,2,2,3,,,12241.483903119,12178.5806917122,1,142
93803,2,1,12,4,,,17766.9335508082,19062.1600969785,1,136
93804,2,1,1,3,,,18061.0804777075,18682.8449969761,2,134
93805,2,2,64,3,4,2,45212.474508837,47363.4325388438,1,145
93806,2,1,44,6,5,1,12687.3611042706,13210.5612807678,1,143
93807,2,2,13,1,,,20418.8281352713,20841.8782694007,2,144
93808,2,1,14,3,,,34830.9606984649,42963.9316027691,1,146
93809,2,1,1,7,,,12370.4289488449,13733.642122586,1,141
93810,2,1,13,4,,,19642.3437471869,20206.9911986719,2,144
93811,2,1,24,6,4,5,19204.1318371264,24977.7878075659,1,136
93812,2,1,67,3,5,1,251030.685241457,276495.955353976,2,147
93813,2,2,42,1,1,4,24105.6284718764,23420.8677113216,2,136
93814,2,2,41,4,5,1,21044.7620038297,27756.3309715211,2,134
93815,2,2,32,7,4,5,11095.7904032782,10948.205344066,2,145
93816,2,2,80,2,1,1,14551.9215241523,15983.1494912722,1,134
93817,2,1,55,6,5,1,11106.0459416928,12353.3032432924,1,137
93818,2,1,14,1,,,22838.585569802,23556.9059589943,2,136
93819,2,2,63,4,3,2,21778.560693544,21208.65336876,1,141
93820,2,2,11,4,,,18738.2692684698,19157.0610882246,2,144
93821,2,2,16,6,,,17699.5788070869,20517.1818030352,1,137
93822,2,2,6,1,,,23322.0839601228,23873.2661079354,1,144
93823,2,2,58,2,5,1,21745.6744576879,20436.0178453426,1,140
93824,2,2,52,2,4,1,41341.3031688301,44809.6961385022,2,146
93825,2,1,74,3,2,2,5801.53496037219,7992.56206573922,2,139
93826,1,2,74,3,4,2,36480.8788406067,0,2,147
93827,2,2,68,6,3,1,15014.4816026039,15873.3163957649,1,148
93828,2,2,2,3,,,13972.2503612271,15420.9207642224,1,140
93829,2,2,38,4,5,1,52037.8066574696,52561.2638436962,2,142
93830,2,1,67,4,4,1,4668.79860260304,5139.67813386844,1,147
93831,2,1,61,2,1,6,10040.7940606401,10839.5645057804,2,138
93832,2,1,63,6,4,1,10645.965393778,11321.4237996686,2,135
93833,2,1,6,3,,,26363.3608372926,27645.2171242143,1,134
93834,2,2,48,3,2,1,22570.5658310925,24586.0889959942,1,145
93835,1,1,27,4,5,5,30994.7678145621,0,1,134
93836,2,2,13,1,,,34208.2567967599,35664.4779907467,1,135
93837,2,2,35,3,3,5,37632.3241680521,37121.3664104861,1,145
93838,2,1,5,1,,,27025.5437097591,29406.1595177762,2,141
93839,2,2,50,3,4,1,171159.865539012,190727.342267678,1,146
93840,2,1,47,6,5,1,13521.1148273075,13482.6923587089,1,137
93841,2,2,48,7,5,1,111831.771041995,137651.326918144,2,139
93842,2,1,2,4,,,5214.59178797864,5731.50276936673,1,147
93843,2,2,42,2,5,1,69827.1017434915,72835.9395657336,1,134
93844,2,1,6,3,,,25584.7467350435,27109.5448642147,2,142
93845,2,2,28,3,3,5,136035.102031875,137884.509474123,2,142
93846,2,2,29,4,4,5,21170.6433156357,22754.1304895906,2,137
93847,2,2,43,1,2,6,25783.0633967896,25280.0069879889,1,148
93848,2,1,62,4,3,3,11969.5957881745,12359.1949994991,1,139
93849,2,2,40,3,5,1,226200.715987376,253429.471575049,2,134
93850,2,2,74,4,3,4,24256.0257658335,23543.4482236475,1,134
93851,2,2,74,3,3,1,85525.5130450484,95014.1410621129,1,135
93852,2,2,45,7,4,6,15432.9756690792,15767.0310552611,1,144
93853,2,1,50,1,1,5,23876.3579949652,24293.0210754822,2,137
93854,2,1,0,3,,,15351.0548152819,15152.0100724443,1,143
93855,2,1,71,3,4,5,24893.877584561,34530.3654976016,2,139
93856,2,1,66,4,4,1,18969.6674119394,19643.9642946234,2,145
93857,2,2,3,3,,,26816.9637024361,34615.5065305717,2,142
93858,2,2,19,7,,,9691.14420299022,9789.30954783035,2,144
93859,2,1,73,4,5,1,8870.2746781207,9692.69510094022,2,134
93860,1,2,39,1,3,6,50634.0214495988,0,2,147
93861,2,1,76,3,2,1,54542.1065464642,61180.7407817132,2,143
93862,2,1,2,1,,,12991.8048255501,14020.3333645879,1,148
93863,2,1,50,6,3,1,18828.5027794602,19227.6844687965,1,138
93864,2,2,12,2,,,28472.3755884685,29477.2397867764,2,138
93865,2,1,0,3,,,7981.38978260975,7515.40328227911,1,135
93866,2,1,26,3,3,5,100821.505802186,125047.391839698,2,137
93867,2,2,2,1,,,15691.6873987028,16878.4980929794,2,135
93868,2,1,68,4,2,1,10941.4238442703,11104.7644372592,1,136
93869,2,1,80,3,5,5,17672.8548333562,20486.5287680835,1,134
93870,2,2,20,3,4,5,69137.688973913,70964.0596861838,1,138
93871,2,2,55,1,2,3,14430.31685506,14304.8557755404,2,142
93872,1,1,1,1,,,25721.8356683025,0,2,137
93873,2,2,16,1,,,24373.2964927102,25365.3838707288,2,137
93874,2,2,8,1,,,24853.8060801022,25055.5922493031,1,138
93875,2,1,37,4,2,5,21754.8335271876,22498.805660113,2,135
93876,2,1,10,1,,,14872.226973829,15097.9651168646,2,135
93877,2,1,64,3,3,1,36318.6236779598,35944.5595729882,1,135
